epoch,test_acc,train_acc,test_loss,train_loss
1,0.7492629278426085,0.7072840720172449,0.02672321356615974,0.02438448836068505
2,0.7464024433230562,0.7044016974099341,0.0364477677831372,0.023709733509322973
3,0.7432908888189512,0.7012603206199889,0.028901860841269632,0.023764306914459153
4,0.7403675434277801,0.6983537718933075,0.03915851006230104,0.02398189041510369
5,0.7373217425459015,0.6953181810970641,0.025467476219806856,0.023582117903290442
6,0.7340908753105093,0.6920984655208449,0.026619106241800253,0.02356439047646754
7,0.7309583256707542,0.689006959385513,0.025619356666953818,0.023322762433186317
8,0.727668516218763,0.685768090802779,0.02626110598878953,0.023288899833716237
9,0.7241009504689561,0.6822794007775497,0.02401337070951184,0.02352957818114642
10,0.7203355760518214,0.6785533936097582,0.023529857397079468,0.02278516199258925
