epoch,test_acc,train_acc,test_loss,train_loss
1,306.25486296362016,289.5247210017329,0.02801459130731601,0.024335058062400633
2,303.6024095082536,286.90032760530096,0.03187629377957687,0.024068593834210367
3,300.8254545615963,284.1547057140808,0.02445466932162498,0.023957422997766327
4,298.06989228683574,281.43480890027126,0.03149618888364255,0.02342707967584573
5,295.29460912618794,278.7016910241632,0.03454675315653236,0.023028918297834766
6,292.44090924392407,275.89620116895463,0.02405135304603762,0.023112970359117083
7,289.6427280995298,273.1551669133468,0.0256566052297944,0.023297753582880335
8,286.7960191189623,270.3749047482391,0.02737919595635053,0.022319364316255145
9,283.9226259207434,267.57740724083686,0.022892752897392198,0.022632707886904187
10,281.041219179807,264.77939215997634,0.0240491753064313,0.022501355561527235
11,278.022546005667,261.85815180743856,0.02580411790065395,0.022688448067428996
12,274.978537349234,258.9253534970173,0.027480078553690494,0.021369427948900798
13,271.8264527839598,255.8990000155206,0.025624111005403464,0.021317675203374287
14,268.6477436233042,252.85985331595225,0.02359943887562428,0.02074410408301261
15,265.35664230903365,249.7309179985929,0.026917894343728002,0.02091581490143989
16,261.98589593762046,246.54981011939938,0.025873779093177573,0.020213791286771737
17,258.6059815928172,243.3836656976987,0.0271645850926927,0.020622317941443435
18,255.11433247347233,240.13948324791406,0.023995271296177095,0.02079260833923099
19,251.66165900487206,236.95878188412507,0.01921447724537942,0.020152126230950494
20,248.08629126391995,233.70809161083648,0.019593157669872914,0.01919902163078484
21,244.53759828587968,230.52140302904402,0.021927178774065186,0.019209413418492065
22,241.0051425028509,227.38209717449305,0.024433290495455843,0.018489528375053868
23,237.57359652215735,224.37007735205887,0.02458984672444538,0.018469398859345797
24,234.16857229490367,221.4417622380104,0.018832320871862394,0.017847037431105828
25,230.88613160126906,218.68587648281084,0.024262880526700066,0.01800256309289377
26,227.8004429848412,216.13070108374475,0.025508139607975783,0.01724334032211489
27,224.82717990358447,213.74071378655498,0.019863043739957717,0.016878368929751867
28,222.13711696283897,211.66175247427915,0.019208980127445704,0.01631815004551295
29,219.6757132257528,209.85483016535701,0.021432016659708855,0.016115838245859423
30,217.45982209893248,208.3390550495293,0.020142322315753084,0.015857185535494565
31,215.54355600460755,207.12639590081312,0.017434976633312633,0.01624917828486961
32,213.9089519424945,206.21926062054817,0.014275928470984247,0.014931448274156421
33,212.58036905397003,205.6885221891561,0.014854856052444977,0.015381617996009808
34,211.52148021074942,205.31189764035852,0.020708121431684032,0.01445515001717123
35,210.72405984501106,205.2129734918108,0.013541706593580616,0.014409155087563599
36,210.15904179645278,205.29941522893353,0.013914562834119334,0.014068605920788154
